TimesheetId,EmployeeId,EmployeeName,Grade,Discipline,LineManager,DeliveryUnit,WorkDate,ProjectCode,ProjectName,Hours
TS02200,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-17,PRJ01,Banking App,7.5
TS02201,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-20,PRJ02,Payments Platform,8.0
TS02202,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-23,PRJ04,CRM Modernization,6.0
TS02203,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-24,PRJ02,Payments Platform,4.0
TS02204,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-25,PRJ01,Banking App,8.0
TS02205,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-28,PRJ03,Data Lake,8.0
TS02206,E058,Employee 58,Senior,BI,Mihai Ionescu,DU Insurance,2026-07-29,PRJ02,Payments Platform,7.5
TS02207,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-02,PRJ02,Payments Platform,7.5
TS02208,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-03,PRJ04,CRM Modernization,6.0
TS02209,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-04,PRJ03,Data Lake,8.0
TS02210,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-05,PRJ03,Data Lake,8.0
TS02211,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-06,PRJ02,Payments Platform,8.0
TS02212,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-08,PRJ03,Data Lake,6.0
TS02213,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-09,PRJ-04,CRM Modernization,8.0
TS02214,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-11,PRJ02,Payments Platform,0.0
TS02215,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-13,PRJ04,CRM Modernization,8.0
TS02216,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-15,PRJ03,Data Lake,0.0
TS02217,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-16,PRJ02,Payments Platform,7.5
TS02218,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-17,PRJ01,Banking App,4.0
TS02219,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-18,PRJ04,CRM Modernization,7.5
TS02220,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-20,PRJ02,Payments Platform,6.0
TS02221,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-21,PRJ01,Banking App,8.0
TS02222,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-22,PRJ04,CRM Modernization,0.0
TS02223,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-23,PRJ04,CRM Modernization,6.0
TS02224,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-24,PRJ02,Payments Platform,6.0
TS02225,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-26,PRJ03,Data Lake,6.0
TS02226,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-06-27,PRJ01,Banking App,4.0
TS02227,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-01,PRJ04,CRM Modernization,7.5
TS02228,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-03,PRJ04,CRM Modernization,4.0
TS02229,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-04,PRJ03,Data Lake,8.0
TS02230,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-05,PRJ03,Data Lake,8.0
TS02231,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-06,PRJ04,CRM Modernization,4.0
TS02232,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-07,PRJ04,CRM Modernization,8.0
TS02233,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-10,PRJ03,Data Lake,8.0
TS02234,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-12,PRJ03,Data Lake,6.0
TS02235,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-13,PRJ03,Data Lake,8.0
TS02236,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-14,PRJ04,CRM Modernization,4.0
TS02237,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-15,PRJ02,payments platform,7.5
TS02238,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-16,PRJ02,Payments Platform,7.5
TS02239,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-19,PRJ04,CRM Modernization,8.0
TS02240,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-20,PRJ01,Banking App,0.0
TS02241,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-21,PRJ04,crm modernization,6.0
TS02242,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-22,PRJ04,CRM Modernization,8.0
TS02243,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-23,PRJ03,,0.0
TS02244,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-24,PRJ04,CRM Modernization,7.5
TS02245,E059,Employee 59,Mid,Data,Alice Popescu,DU Banking,2026-07-27,PRJ03,Data Lake,8.0
TS02246,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-01,PRJ04,CRM Modernization,8.0
TS02247,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-03,PRJ02,Payments Platform,6.0
TS02248,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-04,PRJ-03,Data Lake,8.0
TS02249,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-05,PRJ04,CRM Modernization,8.0
TS02250,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-07,PRJ04,CRM Modernization,4.0
TS02251,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-09,PRJ01,Banking App,8.0
TS02252,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-10,PRJ02,Payments Platform,6.0
TS02253,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-14,PRJ01,Banking App,6.0
TS02254,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-17,PRJ-02,Payments Platform,8.0
TS02255,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-18,PRJ02,Payments Platform,8.0
TS02256,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-19,PRJ01,Banking App,7.5
TS02257,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-20,PRJ01,Banking App,8.0
TS02258,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-22,PRJ03,Data Lake,6.0
TS02259,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-24,PRJ02,Payments Platform,4.0
TS02260,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-28,PRJ01,Banking App,4.0
TS02261,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-06-29,PRJ04,CRM Modernization,6.0
TS02262,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-03,PRJ03,Data Lake,8.0
TS02263,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-04,PRJ04,CRM Modernization,0.0
TS02264,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-06,PRJ04,CRM Modernization,8.0
TS02265,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-07,PRJ04,CRM Modernization,8.0
TS02266,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-08,PRJ-04,CRM Modernization,6.0
TS02267,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-09,PRJ01,Banking App,8.0
TS02268,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-11,PRJ02,payments platform,6.0
TS02269,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-12,PRJ-01,banking app,6.0
TS02270,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-14,PRJ04,CRM Modernization,0.0
TS02271,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-15,PRJ01,Banking App,6.0
TS02272,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-16,PRJ02,Payments Platform,8.0
TS02273,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-17,PRJ02,Payments Platform,6.0
TS02274,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-19,PRJ01,,0.0
TS02275,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-21,PRJ03,Data Lake,7.5
TS02276,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-22,PRJ01,Banking App,7.5
TS02277,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-23,PRJ04,CRM Modernization,8.0
TS02278,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-27,PRJ04,CRM Modernization,6.0
TS02279,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-28,PRJ01,banking app,0.0
TS02280,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-29,PRJ02,Payments Platform,6.0
TS02281,E060,Employee 60,Junior,BI,Alice Popescu,DU Insurance,2026-07-30,PRJ04,CRM Modernization,6.0
TS02282,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-01,PRJ01,Banking App,7.5
TS02283,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-02,PRJ01,Banking App,7.5
TS02284,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-03,PRJ-04,CRM Modernization,8.0
TS02285,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-06,PRJ02,Payments Platform,0.0
TS02285,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-06,PRJ02,Payments Platform,0.0
TS02286,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-09,PRJ02,Payments Platform,6.0
TS02287,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-11,PRJ04,CRM Modernization,7.5
TS02288,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-12,PRJ01,Banking App,6.0
TS02289,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-13,PRJ04,CRM Modernization,8.0
TS02290,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-14,PRJ01,Banking App,8.0
TS02291,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-15,PRJ02,Payments Platform,8.0
TS02292,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-17,PRJ-02,Payments Platform,0.0
TS02293,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-20,PRJ01,Banking App,8.0
TS02294,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-22,PRJ02,Payments Platform,8.0
TS02295,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-24,PRJ-03,Data Lake,0.0
TS02296,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-25,PRJ03,Data Lake,7.5
TS02297,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-27,PRJ-03,Data Lake,6.0
TS02298,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-06-29,PRJ01,Banking App,0.0
TS02299,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-03,PRJ04,CRM Modernization,8.0
TS02300,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-05,PRJ02,Payments Platform,7.5
TS02301,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-07,PRJ04,CRM Modernization,8.0
TS02302,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-08,PRJ03,Data Lake,0.0
TS02303,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-10,PRJ04,CRM Modernization,7.5
TS02304,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-11,PRJ03,Data Lake,4.0
TS02305,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-12,PRJ02,Payments Platform,6.0
TS02306,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-15,PRJ03,Data Lake,4.0
TS02307,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-16,PRJ02,Payments Platform,0.0
TS02308,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-17,PRJ03,Data Lake,0.0
TS02309,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-18,PRJ01,Banking App,8.0
TS02310,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-19,PRJ02,Payments Platform,6.0
TS02311,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-20,PRJ02,Payments Platform,0.0
TS02312,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-22,PRJ02,Payments Platform,0.0
TS02313,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-23,PRJ01,Banking App,8.0
TS02314,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-24,PRJ02,,8.0
TS02315,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-25,PRJ03,Data Lake,4.0
TS02316,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-28,PRJ02,Payments Platform,0.0
TS02317,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-29,PRJ01,Banking App,7.5
TS02318,E061,Employee 61,Senior,Data,Laura Stan,DU Banking,2026-07-30,PRJ02,payments platform,8.0
TS02319,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-01,PRJ03,Data Lake,8.0
TS02320,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-03,PRJ03,Data Lake,8.0
TS02321,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-07,PRJ03,Data Lake,8.0
TS02322,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-08,PRJ03,Data Lake,7.5
TS02323,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-10,PRJ04,CRM Modernization,6.0
TS02324,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-11,PRJ03,Data Lake,0.0
TS02325,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-12,PRJ04,CRM Modernization,8.0
TS02326,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-13,PRJ-01,Banking App,8.0
TS02327,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-14,PRJ03,Data Lake,8.0
TS02328,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-16,PRJ02,Payments Platform,8.0
TS02329,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-18,PRJ01,Banking App,7.5
TS02330,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-19,PRJ01,Banking App,0.0
TS02331,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-20,PRJ04,CRM Modernization,4.0
TS02332,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-22,PRJ02,Payments Platform,6.0
TS02333,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-23,PRJ03,data lake,7.5
TS02334,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-25,PRJ-03,Data Lake,8.0
TS02335,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-26,PRJ04,CRM Modernization,8.0
TS02336,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-27,PRJ02,Payments Platform,6.0
TS02337,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-28,PRJ02,Payments Platform,4.0
TS02338,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-29,PRJ04,CRM Modernization,4.0
TS02339,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-06-30,PRJ04,CRM Modernization,8.0
TS02340,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-01,PRJ02,,4.0
TS02341,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-06,PRJ04,CRM Modernization,8.0
TS02342,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-07,PRJ04,CRM Modernization,0.0
TS02343,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-12,PRJ03,Data Lake,7.5
TS02344,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-14,PRJ04,CRM Modernization,8.0
TS02345,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-15,PRJ02,Payments Platform,4.0
TS02346,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-17,PRJ03,Data Lake,6.0
TS02347,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-20,PRJ04,CRM Modernization,6.0
TS02348,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-21,PRJ01,Banking App,7.5
TS02349,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-22,PRJ01,Banking App,0.0
TS02350,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-23,PRJ02,Payments Platform,0.0
TS02351,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-24,PRJ04,CRM Modernization,7.5
TS02352,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-26,PRJ03,Data Lake,8.0
TS02353,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-28,PRJ01,Banking App,8.0
TS02354,E062,Employee 62,Junior,Data,Laura Stan,DU Insurance,2026-07-30,PRJ02,Payments Platform,8.0
TS02355,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-06,PRJ03,Data Lake,4.0
TS02356,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-07,PRJ01,Banking App,8.0
TS02357,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-09,PRJ02,Payments Platform,8.0
TS02358,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-10,PRJ03,Data Lake,8.0
TS02359,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-11,PRJ01,,0.0
TS02360,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-13,PRJ04,CRM Modernization,8.0
TS02361,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-14,PRJ01,Banking App,8.0
TS02362,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-18,PRJ04,CRM Modernization,6.0
TS02363,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-19,PRJ01,banking app,4.0
TS02364,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-20,PRJ04,CRM Modernization,0.0
TS02365,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-21,PRJ-04,CRM Modernization,8.0
TS02366,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-22,PRJ04,CRM Modernization,7.5
TS02367,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-23,PRJ02,Payments Platform,8.0
TS02368,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-24,PRJ03,Data Lake,7.5
TS02369,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-26,PRJ02,Payments Platform,8.0
TS02370,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-27,PRJ04,CRM Modernization,7.5
TS02371,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-28,PRJ03,Data Lake,4.0
TS02372,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-06-30,PRJ03,Data Lake,0.0
TS02373,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-02,PRJ04,CRM Modernization,8.0
TS02374,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-04,PRJ02,Payments Platform,4.0
TS02375,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-06,PRJ02,Payments Platform,4.0
TS02376,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-10,PRJ03,Data Lake,8.0
TS02377,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-11,PRJ01,Banking App,0.0
TS02378,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-13,PRJ01,Banking App,7.5
TS02379,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-14,PRJ03,Data Lake,4.0
TS02380,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-16,PRJ03,Data Lake,8.0
TS02381,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-18,PRJ04,CRM Modernization,0.0
TS02382,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-19,PRJ03,Data Lake,8.0
TS02383,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-21,PRJ03,Data Lake,7.5
TS02384,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-22,PRJ03,Data Lake,8.0
TS02385,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-24,PRJ03,Data Lake,8.0
TS02386,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-25,PRJ03,Data Lake,6.0
TS02387,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-26,PRJ02,Payments Platform,8.0
TS02388,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-27,PRJ01,Banking App,7.5
TS02389,E063,Employee 63,Junior,Data,Alice Popescu,DU Banking,2026-07-30,PRJ01,Banking App,8.0
TS02390,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-01,PRJ03,Data Lake,6.0
TS02391,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-02,PRJ03,Data Lake,8.0
TS02392,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-05,PRJ-04,CRM Modernization,8.0
TS02393,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-09,PRJ03,Data Lake,7.5
TS02394,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-10,PRJ04,CRM Modernization,7.5
TS02394,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-10,PRJ04,CRM Modernization,7.5
TS02395,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-11,PRJ01,Banking App,4.0
TS02396,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-12,PRJ04,CRM Modernization,8.0
TS02397,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-13,PRJ-01,Banking App,4.0
TS02398,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-14,PRJ03,Data Lake,8.0
TS02399,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-15,PRJ03,Data Lake,0.0
TS02400,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-18,PRJ01,Banking App,8.0
TS02401,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-19,PRJ03,Data Lake,4.0
TS02402,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-20,PRJ04,CRM Modernization,6.0
TS02403,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-23,PRJ02,Payments Platform,0.0
TS02404,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-25,PRJ-02,Payments Platform,4.0
TS02405,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-27,PRJ03,Data Lake,6.0
TS02406,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-28,PRJ04,CRM Modernization,8.0
TS02407,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-29,PRJ04,CRM Modernization,8.0
TS02408,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-06-30,PRJ01,Banking App,8.0
TS02409,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-03,PRJ02,Payments Platform,0.0
TS02410,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-04,PRJ03,Data Lake,8.0
TS02411,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-06,PRJ02,Payments Platform,8.0
TS02412,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-07,PRJ01,Banking App,8.0
TS02413,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-10,PRJ02,Payments Platform,7.5
TS02414,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-13,PRJ03,Data Lake,4.0
TS02415,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-14,PRJ02,Payments Platform,8.0
TS02416,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-16,PRJ-02,Payments Platform,6.0
TS02417,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-19,PRJ01,Banking App,8.0
TS02418,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-20,PRJ03,Data Lake,7.5
TS02419,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-21,PRJ03,Data Lake,8.0
TS02420,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-22,PRJ02,Payments Platform,7.5
TS02421,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-23,PRJ01,Banking App,7.5
TS02422,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-24,PRJ01,Banking App,6.0
TS02423,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-25,PRJ03,Data Lake,0.0
TS02424,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-26,PRJ04,CRM Modernization,0.0
TS02425,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-27,PRJ01,Banking App,8.0
TS02426,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-28,PRJ04,CRM Modernization,8.0
TS02427,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-29,PRJ02,Payments Platform,8.0
TS02428,E064,Employee 64,Mid,Data,Laura Stan,DU Banking,2026-07-30,PRJ02,Payments Platform,8.0
TS02429,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-01,PRJ04,CRM Modernization,4.0
TS02430,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-06,PRJ01,Banking App,8.0
TS02431,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-10,PRJ02,Payments Platform,6.0
TS02432,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-13,PRJ04,CRM Modernization,0.0
TS02433,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-14,PRJ-01,Banking App,7.5
TS02434,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-15,PRJ04,CRM Modernization,7.5
TS02435,E065,Employee 65,Mid,Cloud,Mihai Ionescu,DU Banking,2026-06-17,PRJ02,Payments Platform,8.0
